 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,filename
0.72,0.68,0.4,0.81,0.85,0.57,0.84,0.9,0.68,0.94,0.66,0.79,0.66,0.78,0.65,0.37,0.22,39M_AN_c_ANG.csv
0.57,0.61,0.63,0.38,0.88,0.81,0.93,0.83,0.55,0.99,0.53,0.26,0.84,0.58,0.85,0.91,0.42,40M_AN_o_ANG.csv
0.93,0.99,0.33,1.0,0.37,0.28,0.28,0.49,0.47,0.6,0.66,0.76,0.56,0.57,0.87,0.7,0.2,13F_FE_o_FER.csv
0.98,1.0,0.32,0.97,0.29,0.24,0.31,0.43,0.44,0.22,0.64,0.78,0.79,0.45,0.54,0.87,0.38,33M_FE_o_FER.csv
0.8,0.95,0.7,0.99,0.41,0.39,0.4,0.52,0.36,0.49,0.68,0.88,0.24,0.65,0.47,0.69,0.25,13F_AN_c_ANG.csv
0.71,0.62,0.7,0.46,0.44,0.43,0.41,0.44,0.34,0.26,0.49,0.63,0.36,0.57,0.9,0.71,0.58,36M_SA_o_SAD.csv
0.81,0.96,0.5,0.97,0.82,0.59,0.58,0.62,0.92,0.96,0.33,0.25,0.22,0.76,0.91,0.55,0.35,31M_HA_x_HPY.csv
0.49,0.52,0.94,0.21,0.79,0.81,0.9,0.9,0.57,0.85,0.51,0.57,0.45,0.54,0.87,0.48,0.36,08F_AN_o_ANG.csv
0.69,0.83,0.45,0.87,0.37,0.28,0.41,0.64,0.42,0.3,0.53,0.45,0.25,0.52,0.74,0.75,0.48,07F_NE_o_NUT.csv
0.67,0.68,0.24,0.45,0.8,0.72,0.53,0.89,0.92,0.89,0.36,0.86,0.29,0.75,0.42,0.59,0.41,05F_HA_c_HPY.csv
0.88,0.99,0.32,0.97,0.26,0.15,0.48,0.37,0.32,0.41,0.43,0.77,0.12,0.8,0.75,0.81,0.52,36M_SP_o_SUR.csv
